State,Latitude,Longitude,Year,Data.Population,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery
Oregon,44.572021,-122.070938,2013,3930065,124737,20769,94106,9862,9984,5610,80,1897,2397
Oregon,44.572021,-122.070938,2014,3970239,114305,17230,87526,9549,9224,5592,81,1458,2093
Oregon,44.572021,-122.070938,2015,4028977,118719,18336,89836,10547,10468,6630,99,1593,2146
Oregon,44.572021,-122.070938,2016,4093465,121345,16866,91286,13193,10830,6718,113,1721,2278
Oregon,44.572021,-122.070938,2017,4142776,123722,17705,88877,17140,11674,7139,104,1999,2432
Oregon,44.572021,-122.070938,2018,4190713,121278,16304,88418,16556,11966,7360,82,1975,2549
Oregon,44.572021,-122.070938,2019,4217737,115170,14724,85261,15185,11995,7825,116,1778,2276
Pennsylvania,40.590752,-77.209755,1999,11994016,323021,56037,227750,39234,50431,27890,592,3279,18670
Pennsylvania,40.590752,-77.209755,2000,12281054,316274,54080,225869,36325,51584,29580,602,3247,18155
Pennsylvania,40.590752,-77.209755,2001,12303104,313408,54345,223350,35713,50432,28814,651,3467,17500
Pennsylvania,40.590752,-77.209755,2002,12328827,300868,55610,212441,32817,49578,28060,624,3731,17163
Pennsylvania,40.590752,-77.209755,2003,12370761,300639,53918,213279,33442,49210,27027,647,3556,17980
Pennsylvania,40.590752,-77.209755,2004,12394471,299611,54443,214199,30969,50998,28339,650,3535,18474
Pennsylvania,40.590752,-77.209755,2005,12405348,300444,56134,214916,29394,52761,29205,756,3586,19214
Pennsylvania,40.590752,-77.209755,2006,12440621,304589,57739,217142,29708,55028,29581,741,3611,21095
Pennsylvania,40.590752,-77.209755,2007,12432792,293850,56091,211248,26511,51806,28198,725,3443,19440
Pennsylvania,40.590752,-77.209755,2008,12448279,300294,58687,219115,22492,51044,27981,705,3485,18873
Pennsylvania,40.590752,-77.209755,2009,12604767,277182,54772,204588,17822,48188,26394,664,3626,17504
Pennsylvania,40.590752,-77.209755,2010,12717722,276366,55206,204440,16720,46612,26112,653,3472,16375
Pennsylvania,40.590752,-77.209755,2011,12743948,283442,57966,208604,16872,46189,26046,639,3339,16165
Pennsylvania,40.590752,-77.209755,2012,12763536,276496,56859,204609,15028,44503,24818,685,3327,15673
Pennsylvania,40.590752,-77.209755,2013,12773801,263240,52034,197436,13770,42849,23719,594,3774,14762
Pennsylvania,40.590752,-77.209755,2014,12787209,247016,45720,188256,13040,40164,22189,614,3827,13534
Pennsylvania,40.590752,-77.209755,2015,12802503,232085,39664,180287,12134,40339,22373,658,4305,13003
Pennsylvania,40.590752,-77.209755,2016,12784227,222795,35520,174228,13047,40447,23027,661,4433,12326
Pennsylvania,40.590752,-77.209755,2017,12805537,211220,32057,166178,12985,40120,23387,739,4201,11793
Pennsylvania,40.590752,-77.209755,2018,12807060,190816,27104,150596,13116,39192,24077,784,4483,9848
Pennsylvania,40.590752,-77.209755,2019,12801989,179665,23354,143921,12390,39228,24465,669,4351,9743
Rhode Island,41.680893,-71.51178,1999,990819,32657,6341,22284,4032,2840,1625,36,391,788
Rhode Island,41.680893,-71.51178,2000,1048319,33323,6620,22038,4665,3121,1742,45,412,922
Rhode Island,41.680893,-71.51178,2001,1059659,35742,6824,23875,5043,3278,1837,39,416,986
Rhode Island,41.680893,-71.51178,2002,1068326,35342,6415,24051,4876,3051,1699,41,395,916
Rhode Island,41.680893,-71.51178,2003,1076084,32231,5524,22320,4387,3074,1714,25,505,830
Rhode Island,41.680893,-71.51178,2004,1079916,31166,5465,21623,4078,2673,1596,26,320,731
Rhode Island,41.680893,-71.51178,2005,1073579,29287,5319,19567,4401,2710,1577,34,323,776
Rhode Island,41.680893,-71.51178,2006,1067610,27914,5453,18852,3609,2460,1404,27,289,740
Rhode Island,41.680893,-71.51178,2007,1057832,27576,5206,19175,3195,2424,1387,19,258,760
Rhode Island,41.680893,-71.51178,2008,1050788,29895,5766,20926,3203,2656,1463,31,282,880
Rhode Island,41.680893,-71.51178,2009,1053209,27558,5753,19403,2402,2678,1565,32,296,785
Rhode Island,41.680893,-71.51178,2010,1052528,26959,6124,18432,2403,2709,1600,29,298,782
Rhode Island,41.680893,-71.51178,2011,1050646,27976,6836,18765,2375,2586,1503,20,319,744
Rhode Island,41.680893,-71.51178,2012,1050292,27017,5949,18440,2628,2651,1616,34,288,713
Rhode Island,41.680893,-71.51178,2013,1051511,25678,5607,17838,2233,2705,1550,31,440,684
Rhode Island,41.680893,-71.51178,2014,1055173,22935,4823,16279,1833,2313,1398,25,361,529
Rhode Island,41.680893,-71.51178,2015,1056298,20043,3947,14707,1389,2562,1518,29,459,556
Rhode Island,41.680893,-71.51178,2016,1056426,20058,3788,14674,1596,2524,1513,29,442,540
Rhode Island,41.680893,-71.51178,2017,1059639,18561,3217,13861,1483,2460,1521,20,445,474
Rhode Island,41.680893,-71.51178,2018,1057315,17561,2810,13220,1531,2317,1366,16,481,454
Rhode Island,41.680893,-71.51178,2019,1059361,16259,2321,12580,1358,2342,1408,25,491,418
South Carolina,33.856892,-80.945007,1999,3885736,173987,39630,119912,14445,32920,25315,258,1587,5760
South Carolina,33.856892,-80.945007,2000,4012012,181290,40319,125385,15586,33225,25054,291,1660,6220
South Carolina,33.856892,-80.945007,2001,4062125,186054,42611,126742,16701,33114,25028,330,1769,5987
South Carolina,33.856892,-80.945007,2002,4103770,183808,43745,123196,16867,33761,25730,298,1959,5774
South Carolina,33.856892,-80.945007,2003,4148744,187592,43993,127809,15790,33455,25399,303,1952,5801
South Carolina,33.856892,-80.945007,2004,4197892,190456,43739,130991,15726,33160,25634,286,1772,5468
South Carolina,33.856892,-80.945007,2005,4246933,185606,42741,126489,16376,32590,24757,314,1862,5657
South Carolina,33.856892,-80.945007,2006,4321249,184712,42952,125075,16685,33322,25224,362,1834,5902
South Carolina,33.856892,-80.945007,2007,4407709,189304,45398,126802,17104,34630,26139,364,1773,6354
South Carolina,33.856892,-80.945007,2008,4479800,189950,45964,126316,17670,32746,24158,307,1686,6595
South Carolina,33.856892,-80.945007,2009,4561242,178310,45443,119250,13617,30799,23078,305,1663,5753
South Carolina,33.856892,-80.945007,2010,4637106,181098,46261,121544,13293,27923,21090,265,1551,5017
South Carolina,33.856892,-80.945007,2011,4673348,183243,47351,122255,13637,27894,21265,320,1678,4631
South Carolina,33.856892,-80.945007,2012,4723723,180550,45086,122263,13201,26397,19905,324,1679,4489
South Carolina,33.856892,-80.945007,2013,4774839,173049,40958,119511,12580,24278,17838,297,2171,3972
South Carolina,33.856892,-80.945007,2014,4832482,167217,36721,117594,12902,24052,17676,311,2068,3997
South Carolina,33.856892,-80.945007,2015,4896146,161245,34551,113724,12970,24700,18073,399,2297,3931
South Carolina,33.856892,-80.945007,2016,4961119,160928,32976,114032,13920,24896,18108,366,2387,4035
South Carolina,33.856892,-80.945007,2017,5024369,160575,31306,115012,14257,25432,18668,390,2504,3870
South Carolina,33.856892,-80.945007,2018,5084127,153421,29473,109616,14332,24825,18446,392,2434,3553
South Carolina,33.856892,-80.945007,2019,5148714,151389,27461,108953,14975,26323,20105,464,2460,3294
South Dakota,44.299782,-99.438828,1999,733133,18159,3255,14043,861,1227,770,18,336,103
South Dakota,44.299782,-99.438828,2000,754844,16252,2896,12558,798,1259,816,7,305,131
South Dakota,44.299782,-99.438828,2001,758324,16473,3087,12571,815,1171,710,7,351,103
South Dakota,44.299782,-99.438828,2002,760437,15992,3034,12139,819,1350,861,11,361,117
South Dakota,44.299782,-99.438828,2003,764905,15324,2878,11572,874,1329,859,10,356,104
South Dakota,44.299782,-99.438828,2004,770621,14885,3148,10890,847,1319,854,17,336,112
South Dakota,44.299782,-99.438828,2005,774883,13694,2505,10350,839,1387,847,18,377,145
South Dakota,44.299782,-99.438828,2006,781919,13812,3024,9954,834,2071,1418,30,465,158
South Dakota,44.299782,-99.438828,2007,796214,13829,2647,10398,784,1926,1344,31,433,118
South Dakota,44.299782,-99.438828,2008,804194,13867,2683,10266,918,2227,1494,37,562,134
South Dakota,44.299782,-99.438828,2009,812383,14378,2621,10891,866,1777,1129,30,501,117
South Dakota,44.299782,-99.438828,2010,816598,15188,3192,11196,800,2196,1634,23,385,154
South Dakota,44.299782,-99.438828,2011,823593,15299,2927,11423,949,2105,1415,20,503,167
South Dakota,44.299782,-99.438828,2012,833354,17168,3258,12845,1065,2682,1914,25,585,158
South Dakota,44.299782,-99.438828,2013,844877,16177,3372,11867,938,2674,1996,20,499,159
South Dakota,44.299782,-99.438828,2014,853175,15902,2818,12077,1007,2786,2096,20,470,200
South Dakota,44.299782,-99.438828,2015,858469,16680,2960,12532,1188,3289,2546,32,495,216
South Dakota,44.299782,-99.438828,2016,865454,17141,3000,12639,1502,3621,2813,27,509,272
South Dakota,44.299782,-99.438828,2017,869666,16317,2707,12227,1383,3771,2913,25,595,238
South Dakota,44.299782,-99.438828,2018,882235,15251,2571,11156,1524,3570,2682,12,614,262
South Dakota,44.299782,-99.438828,2019,884659,15667,2646,11265,1756,3530,2676,17,642,195
Tennessee,35.747845,-86.692345,1999,5483535,219302,51362,142685,25255,38111,26707,391,2415,8598
Tennessee,35.747845,-86.692345,2000,5689283,237985,56344,154111,27530,40233,28172,410,2186,9465
Tennessee,35.747845,-86.692345,2001,5749398,252992,59705,165015,28272,42776,29938,423,2196,10219
Tennessee,35.747845,-86.692345,2002,5789796,249399,61248,161610,26541,41562,29439,420,2290,9413
Tennessee,35.747845,-86.692345,2003,5845208,256565,63323,166769,26473,40409,28471,396,2129,9413
Tennessee,35.747845,-86.692345,2004,5893298,254991,60386,169828,24777,41113,29611,357,2282,8863
Tennessee,35.747845,-86.692345,2005,5955745,256093,61508,169357,25228,45104,32470,431,2194,10009
Tennessee,35.747845,-86.692345,2006,6038803,249860,63024,164183,22653,46043,32287,419,2194,11143
Tennessee,35.747845,-86.692345,2007,6156719,252342,61817,168807,21718,46482,32843,405,2201,11033
Tennessee,35.747845,-86.692345,2008,6214888,251089,65093,166793,19203,44913,31619,412,2078,10804
Tennessee,35.747845,-86.692345,2009,6296254,237157,63832,158309,15016,41933,29793,468,2019,9653
Tennessee,35.747845,-86.692345,2010,6357436,232855,64293,153729,14833,38909,28016,359,2173,8361
Tennessee,35.747845,-86.692345,2011,6399787,230900,62830,153928,14142,38895,28338,380,2095,8082
Tennessee,35.747845,-86.692345,2012,6456243,217664,56181,148503,12980,41550,30961,388,2032,8169
Tennessee,35.747845,-86.692345,2013,6495978,206629,50999,143802,11828,38364,28378,328,2351,7307
Tennessee,35.747845,-86.692345,2014,6549352,200447,46642,141206,12599,39848,29681,371,2531,7265
Tennessee,35.747845,-86.692345,2015,6600299,193796,43247,137679,12870,40400,29844,406,2676,7474
Tennessee,35.747845,-86.692345,2016,6651194,189835,40312,134404,15119,42097,31084,486,2714,7813
Tennessee,35.747845,-86.692345,2017,6715984,197488,38716,140248,18524,43755,32432,527,2934,7862
Tennessee,35.747845,-86.692345,2018,6770010,191279,33132,137708,20439,42226,31717,498,2821,7190
Tennessee,35.747845,-86.692345,2019,6829174,181153,29869,132104,19180,40647,31186,498,2813,6150
Texas,31.054487,-97.563461,1999,20044141,896261,190362,613862,92037,112306,74070,1217,7614,29405
Texas,31.054487,-97.563461,2000,20851820,919658,188975,637522,93161,113653,74302,1238,7856,30257
Texas,31.054487,-97.563461,2001,21370983,976654,204362,669625,102667,122155,77306,1332,8169,35348
Texas,31.054487,-97.563461,2002,21736925,1004274,212602,688992,102680,126018,78628,1302,8508,37580
Texas,31.054487,-97.563461,2003,22103374,1016735,219877,698644,98214,122246,75782,1422,8025,37017
Texas,31.054487,-97.563461,2004,22471549,1010702,220118,696507,94077,121554,75985,1364,8388,35817
Texas,31.054487,-97.563461,2005,22928508,990293,219828,677042,93423,121091,75383,1407,8511,35790
Texas,31.054487,-97.563461,2006,23507783,959846,215710,648711,95425,121602,74531,1386,8429,37256
Texas,31.054487,-97.563461,2007,23904380,985421,228320,663101,94000,122014,73357,1419,8460,38778
Texas,31.054487,-97.563461,2008,24326974,969865,230046,654435,85384,123585,76421,1370,8055,37739
Texas,31.054487,-97.563461,2009,24782302,995082,240058,678455,76569,121684,74021,1330,8311,38022
Texas,31.054487,-97.563461,2010,25253466,951246,228597,654626,68023,113231,71517,1249,7622,32843
Texas,31.054487,-97.563461,2011,25631778,892810,215755,613131,63924,104734,67498,1130,7486,28620
Texas,31.054487,-97.563461,2012,26059203,876059,204810,606253,64996,106476,67239,1144,7711,30382
Texas,31.054487,-97.563461,2013,26448193,861734,190898,605091,65745,107998,65292,1139,9766,31801
Texas,31.054487,-97.563461,2014,26956958,813934,169234,576154,68546,109414,65656,1184,11393,31181
Texas,31.054487,-97.563461,2015,27469114,777739,153054,557200,67485,113227,67727,1316,12250,31934
Texas,31.054487,-97.563461,2016,27862596,768947,148740,551151,69056,121042,72880,1478,13367,33317
Texas,31.054487,-97.563461,2017,28304596,725328,134066,523221,68041,124238,76089,1412,14470,32267
Texas,31.054487,-97.563461,2018,28701845,679430,117911,491702,69817,117927,73656,1322,14693,28256
Texas,31.054487,-97.563461,2019,28995881,693204,113902,501813,77489,121474,76253,1409,14824,28988
Utah,40.150032,-111.862434,1999,2129836,100130,14592,78156,7382,5869,3861,44,806,1158
Utah,40.150032,-111.862434,2000,2233169,94247,14348,73438,6461,5711,3563,43,863,1242
Utah,40.150032,-111.862434,2001,2278712,90993,13804,70676,6513,5314,3154,67,896,1197
Utah,40.150032,-111.862434,2002,2318789,97641,15124,74795,7722,5488,3358,47,943,1140
Utah,40.150032,-111.862434,2003,2352119,100084,16961,75321,7802,5889,3652,60,919,1258
Utah,40.150032,-111.862434,2004,2420708,97762,15225,74889,7648,5647,3398,46,967,1236
Utah,40.150032,-111.862434,2005,2490334,95546,14971,72082,8493,5612,3541,56,920,1095
Utah,40.150032,-111.862434,2006,2550063,89572,14721,66480,8371,5771,3587,51,891,1242
Utah,40.150032,-111.862434,2007,2645330,93082,15594,68573,8915,6347,3928,59,935,1425
Utah,40.150032,-111.862434,2008,2736424,92373,14766,70299,7308,6165,3788,41,915,1421
Utah,40.150032,-111.862434,2009,2784572,91751,15258,69556,6937,5998,3714,39,941,1304
Utah,40.150032,-111.862434,2010,2775479,88316,15095,67242,5979,5925,3620,53,983,1269
Utah,40.150032,-111.862434,2011,2814347,84084,13170,64727,6187,5547,3517,50,901,1079
Utah,40.150032,-111.862434,2012,2855287,85424,12943,66482,5999,5876,3783,50,943,1100
Utah,40.150032,-111.862434,2013,2900872,85586,13333,64788,7465,6498,3784,49,1422,1243
Utah,40.150032,-111.862434,2014,2942902,84711,11518,65895,7298,6346,3513,67,1454,1312
Utah,40.150032,-111.862434,2015,2995919,89278,12468,68103,8707,7071,4046,54,1645,1326
Utah,40.150032,-111.862434,2016,3051217,90058,12836,67834,9388,7407,4274,72,1520,1541
Utah,40.150032,-111.862434,2017,3101833,86238,11817,64892,9529,7410,4172,73,1697,1468
Utah,40.150032,-111.862434,2018,3161105,75156,9968,57460,7728,7368,4319,60,1753,1236
Utah,40.150032,-111.862434,2019,3205958,69546,8871,53937,6738,7553,4534,72,1822,1125
Vermont,44.045876,-72.710686,1999,593740,16059,3537,11610,912,676,458,17,136,65
Vermont,44.045876,-72.710686,2000,608827,17494,3501,13184,809,691,425,9,140,117
Vermont,44.045876,-72.710686,2001,612978,16334,3150,12426,758,644,423,7,107,107
Vermont,44.045876,-72.710686,2002,616408,14942,3489,10684,769,658,442,13,126,77
Vermont,44.045876,-72.710686,2003,619343,13803,3017,10132,654,707,504,15,126,62
Vermont,44.045876,-72.710686,2004,621233,14559,3435,10537,587,713,459,16,160,78
Vermont,44.045876,-72.710686,2005,622387,14749,3185,10894,670,782,545,8,153,76
Vermont,44.045876,-72.710686,2006,623908,14920,3443,10857,620,905,604,14,173,114
Vermont,44.045876,-72.710686,2007,621254,14702,3200,10853,649,802,582,13,128,79
Vermont,44.045876,-72.710686,2008,621270,15903,3515,11802,586,854,611,17,133,93
Vermont,44.045876,-72.710686,2009,621760,15010,3471,11090,449,837,586,8,132,111
Vermont,44.045876,-72.710686,2010,625909,14160,3348,10373,439,820,596,7,141,76
Vermont,44.045876,-72.710686,2011,626592,15086,3838,10720,528,925,669,11,146,99
Vermont,44.045876,-72.710686,2012,626011,15016,3965,10616,435,893,652,8,121,112
Vermont,44.045876,-72.710686,2013,626630,13875,3313,10228,334,759,546,10,130,73
Vermont,44.045876,-72.710686,2014,626562,9551,2034,7273,244,622,432,10,110,70
Vermont,44.045876,-72.710686,2015,626042,8806,1968,6660,178,739,492,10,136,101
Vermont,44.045876,-72.710686,2016,624594,10602,2103,8217,282,989,691,14,178,106
Vermont,44.045876,-72.710686,2017,623657,8960,1854,6912,194,1034,710,14,218,92
Vermont,44.045876,-72.710686,2018,626299,8036,1467,6316,253,1077,710,10,287,70
Vermont,44.045876,-72.710686,2019,623989,8888,1275,7315,298,1262,902,11,278,71
Virginia,37.769337,-78.169968,1999,6872912,210260,32411,159896,17953,21626,12567,392,1720,6947
Virginia,37.769337,-78.169968,2000,7078515,194405,30434,146158,17813,19943,11631,401,1616,6295
Virginia,37.769337,-78.169968,2001,7196750,207506,31604,157060,18842,20939,11945,364,1770,6860
Virginia,37.769337,-78.169968,2002,7287829,207783,31757,157548,18478,21256,12068,388,1839,6961
Virginia,37.769337,-78.169968,2003,7365284,200449,29105,153367,17977,20490,11554,416,1807,6713
Virginia,37.769337,-78.169968,2004,7481332,200368,28759,154154,17455,20608,11503,390,1816,6899
Virginia,37.769337,-78.169968,2005,7564327,200404,29829,154584,15991,21434,11718,458,1763,7495
Virginia,37.769337,-78.169968,2006,7642884,190257,32166,143292,14799,21683,11672,403,1829,7779
Virginia,37.769337,-78.169968,2007,7712091,191763,32028,145634,14101,21035,11131,415,1793,7696
Virginia,37.769337,-78.169968,2008,7769089,196726,32188,151191,13347,20031,10397,370,1794,7470
Virginia,37.769337,-78.169968,2009,7882590,194020,31956,150374,11690,18195,9911,370,1572,6342
Virginia,37.769337,-78.169968,2010,8023953,187403,30804,145990,10609,17184,9550,376,1580,5678
Virginia,37.769337,-78.169968,2011,8104384,182902,30656,142476,9770,16014,8694,304,1591,5425
Virginia,37.769337,-78.169968,2012,8185867,176985,29511,138398,9076,15564,9092,314,1452,4706
Virginia,37.769337,-78.169968,2013,8260405,170654,26640,135478,8536,16205,9062,316,2262,4565
Virginia,37.769337,-78.169968,2014,8326289,160720,23122,129933,7665,16340,9400,338,2310,4292
Virginia,37.769337,-78.169968,2015,8382993,156470,21340,127019,8111,16399,9235,383,2340,4441
Virginia,37.769337,-78.169968,2016,8411808,156412,20018,126606,9788,18302,10278,484,2737,4803
Virginia,37.769337,-78.169968,2017,8470020,151855,18468,123215,10172,17632,9985,453,2862,4332
Virginia,37.769337,-78.169968,2018,8517685,141885,15574,115533,10778,17032,10113,391,2924,3604
Virginia,37.769337,-78.169968,2019,8535519,140213,13900,116044,10269,17753,10987,426,2816,3524
Washington,47.400902,-121.490494,1999,5756361,280793,54652,192334,33807,21716,13026,171,2711,5808
Washington,47.400902,-121.490494,2000,5894121,279144,53476,190650,35018,21788,13043,196,2737,5812
Washington,47.400902,-121.490494,2001,5993390,287234,53024,195133,39077,21258,12545,179,2600,5934
Washington,47.400902,-121.490494,2002,6067060,288967,54948,193526,40493,20964,12249,184,2734,5797
Washington,47.400902,-121.490494,2003,6131298,291542,58271,192653,40618,21272,12509,182,2863,5718
Washington,47.400902,-121.490494,2004,6207046,300837,60632,196972,43233,21330,12417,190,2857,5866
Washington,47.400902,-121.490494,2005,6291899,307661,60343,198031,49287,21745,12941,205,2811,5788
Washington,47.400902,-121.490494,2006,6395798,288456,58843,183179,46434,22303,12934,197,2748,6424
Washington,47.400902,-121.490494,2007,6468424,261776,52874,170782,38120,21768,12862,174,2653,6079
Washington,47.400902,-121.490494,2008,6549224,249283,53136,167013,29134,21888,12623,193,2653,6419
Washington,47.400902,-121.490494,2009,6664195,245215,53047,168421,23747,22412,12928,190,2583,6711
Washington,47.400902,-121.490494,2010,6742950,249426,55192,168490,25744,21138,12476,154,2579,5929
Washington,47.400902,-121.490494,2011,6823267,244209,56561,162828,24820,20152,12042,163,2320,5627
Washington,47.400902,-121.490494,2012,6897012,252333,60725,165206,26402,20386,12242,206,2193,5745
Washington,47.400902,-121.490494,2013,6971406,258662,58353,171910,28399,20153,11601,160,2573,5819
Washington,47.400902,-121.490494,2014,7061530,261706,55290,175769,30647,20136,11627,174,2695,5640
Washington,47.400902,-121.490494,2015,7170351,248369,50993,170509,26867,20394,12029,211,2705,5449
Washington,47.400902,-121.490494,2016,7288000,254653,49180,173187,32286,22023,13100,195,3077,5651
Washington,47.400902,-121.490494,2017,7405743,235027,43720,162511,28796,22548,13673,230,3255,5390
Washington,47.400902,-121.490494,2018,7535591,222011,40201,154133,27677,23472,14251,236,3413,5572
Washington,47.400902,-121.490494,2019,7614893,204224,34540,145282,24402,22377,13700,198,3332,5147
West Virginia,38.491226,-80.954453,1999,1806928,42825,10303,28760,3762,6336,5259,79,337,661
West Virginia,38.491226,-80.954453,2000,1808344,41344,9890,28139,3315,5723,4597,46,331,749
West Virginia,38.491226,-80.954453,2001,1800975,41085,9601,28268,3216,5035,3968,40,320,707
West Virginia,38.491226,-80.954453,2002,1804884,41099,9677,27524,3898,4221,3179,57,328,657
West Virginia,38.491226,-80.954453,2003,1811440,42370,10498,28409,3463,4627,3542,73,311,701
West Virginia,38.491226,-80.954453,2004,1812548,46326,10994,31566,3766,5110,3922,68,346,774
West Virginia,38.491226,-80.954453,2005,1814083,47757,11334,32603,3820,4968,3735,82,335,816
West Virginia,38.491226,-80.954453,2006,1818470,47941,11579,32305,4057,5113,3776,80,404,853
West Virginia,38.491226,-80.954453,2007,1812035,45620,10822,31321,3477,5016,3716,65,388,847
West Virginia,38.491226,-80.954453,2008,1814468,45971,10840,31967,3164,5006,3654,67,389,896
West Virginia,38.491226,-80.954453,2009,1819777,46215,12005,31453,2757,5554,4086,84,470,914
West Virginia,38.491226,-80.954453,2010,1854368,41301,10778,28104,2419,5586,4390,58,362,776
West Virginia,38.491226,-80.954453,2011,1854908,39009,10245,26656,2108,5497,4236,87,372,802
West Virginia,38.491226,-80.954453,2012,1855413,43878,11291,30378,2209,5869,4538,72,421,838
West Virginia,38.491226,-80.954453,2013,1854304,39013,9674,27423,1916,5568,4203,61,653,651
West Virginia,38.491226,-80.954453,2014,1850326,37648,8973,26779,1896,5588,4358,74,505,651
West Virginia,38.491226,-80.954453,2015,1844128,37251,9170,25842,2239,6231,4729,70,672,760
West Virginia,38.491226,-80.954453,2016,1831102,37487,9301,25677,2509,6557,5099,81,657,720
West Virginia,38.491226,-80.954453,2017,1815857,33630,7628,23000,3002,6368,4964,85,795,524
West Virginia,38.491226,-80.954453,2018,1805832,26827,5354,18954,2519,5236,3945,67,652,572
West Virginia,38.491226,-80.954453,2019,1792147,28376,5891,20066,2419,5674,4464,78,754,378
Wisconsin,44.268543,-89.616508,1999,5250446,160154,25633,120702,13819,12908,7225,179,1055,4449
Wisconsin,44.268543,-89.616508,2000,5363675,159424,25183,119605,14636,12700,6829,169,1165,4537
Wisconsin,44.268543,-89.616508,2001,5405947,166924,26927,125275,14722,12486,6708,192,1142,4444
Wisconsin,44.268543,-89.616508,2002,5439692,164749,27926,123365,13458,12238,6134,154,1237,4713
Wisconsin,44.268543,-89.616508,2003,5474290,157684,26546,118775,12363,12104,6322,183,1202,4397
Wisconsin,44.268543,-89.616508,2004,5503533,146710,23854,111482,11374,11548,6191,154,1136,4067
Wisconsin,44.268543,-89.616508,2005,5527644,147556,24448,110531,12577,13367,7471,206,1135,4555
Wisconsin,44.268543,-89.616508,2006,5556506,156748,27038,115682,14028,15899,8937,165,1233,5564
Wisconsin,44.268543,-89.616508,2007,5601640,159305,27890,117957,13458,16330,9438,185,1227,5480
Wisconsin,44.268543,-89.616508,2008,5627967,155456,27459,116456,11541,15507,9070,146,1128,5163
Wisconsin,44.268543,-89.616508,2009,5654774,147692,26813,111947,8932,14650,8482,146,1118,4904
Wisconsin,44.268543,-89.616508,2010,5691659,142781,26636,107993,8152,14167,8305,155,1191,4516
Wisconsin,44.268543,-89.616508,2011,5709843,139912,27167,104472,8273,14268,8340,138,1190,4600
Wisconsin,44.268543,-89.616508,2012,5726398,140513,27945,104352,8216,16064,10050,173,1219,4622
Wisconsin,44.268543,-89.616508,2013,5742713,125688,24347,93953,7388,15961,9278,162,1687,4834
Wisconsin,44.268543,-89.616508,2014,5757564,120238,21216,89103,9919,16714,9809,165,1674,5066
Wisconsin,44.268543,-89.616508,2015,5771337,113924,19554,83385,10985,17647,10395,240,1780,5232
Wisconsin,44.268543,-89.616508,2016,5778708,111720,19425,82337,9958,17679,10765,229,1979,4706
Wisconsin,44.268543,-89.616508,2017,5795483,104802,17599,77735,9468,18539,11869,186,2139,4345
Wisconsin,44.268543,-89.616508,2018,5813568,90686,14099,67953,8634,17176,11263,176,2248,3489
Wisconsin,44.268543,-89.616508,2019,5822434,85672,12667,65620,7385,17070,11643,175,2261,2991
Wyoming,42.755966,-107.30249,1999,479602,15468,2349,12523,596,1115,893,11,137,74
Wyoming,42.755966,-107.30249,2000,493782,14969,2078,12318,573,1316,1074,12,160,70
Wyoming,42.755966,-107.30249,2001,493754,16120,2481,12943,696,1272,1026,9,153,84
Wyoming,42.755966,-107.30249,2002,498830,16494,2448,13303,743,1364,1108,15,148,93
Wyoming,42.755966,-107.30249,2003,502111,16648,2611,13239,798,1314,1080,14,136,84
Wyoming,42.755966,-107.30249,2004,505887,16889,2738,13352,799,1163,973,11,112,67
Wyoming,42.755966,-107.30249,2005,508798,16070,2426,12905,739,1172,958,14,122,78
Wyoming,42.755966,-107.30249,2006,515004,15381,2322,12255,804,1307,1071,13,151,72
Wyoming,42.755966,-107.30249,2007,522830,15053,2365,11875,813,1344,1067,21,172,84
Wyoming,42.755966,-107.30249,2008,532668,14515,2198,11584,733,1330,1046,12,185,87
Wyoming,42.755966,-107.30249,2009,544270,14243,2176,11310,757,1196,935,11,172,78
Wyoming,42.755966,-107.30249,2010,564554,13869,2151,11126,592,1117,870,8,162,77
Wyoming,42.755966,-107.30249,2011,567356,12878,1864,10493,521,1245,1010,18,146,71
Wyoming,42.755966,-107.30249,2012,576412,13222,2125,10513,584,1161,932,14,154,61
Wyoming,42.755966,-107.30249,2013,582658,12809,1955,10276,578,1195,916,17,187,75
Wyoming,42.755966,-107.30249,2014,584153,11477,1689,9185,603,1142,899,16,174,53
Wyoming,42.755966,-107.30249,2015,586107,11151,1762,8797,592,1302,1054,16,173,59
Wyoming,42.755966,-107.30249,2016,585501,11460,1771,8889,800,1430,1146,20,205,59
Wyoming,42.755966,-107.30249,2017,579315,10604,1593,8232,779,1376,1022,15,263,76
Wyoming,42.755966,-107.30249,2018,577737,10313,1525,7949,839,1226,870,13,243,100
Wyoming,42.755966,-107.30249,2019,578759,9093,1396,6984,713,1258,854,13,324,67
